report_date,statement,code,sector,level,is_priority_sector_memo,parent_code,parent_statement,date,outstanding_cr,source_date
2026-03-30,Statement 2,2.18.2,Telecommunications,3,False,2.18,Statement 2,2026-02-28,104935.405042,
2026-04-30,Statement 2,2.18.2,Telecommunications,3,False,2.18,Statement 2,2026-03-31,108701.432686,
2026-02-27,Statement 2,2.18.3,Roads,3,False,2.18,Statement 2,2024-01-26,323574.00018,
2026-03-30,Statement 2,2.18.3,Roads,3,False,2.18,Statement 2,2024-02-23,324032.023975,
2026-04-30,Statement 2,2.18.3,Roads,3,False,2.18,Statement 2,2024-03-22,324255.726605,
2026-02-27,Statement 2,2.18.3,Roads,3,False,2.18,Statement 2,2025-01-24,330935.948811,
2026-03-30,Statement 2,2.18.3,Roads,3,False,2.18,Statement 2,2025-02-21,334566.189575,
2026-04-30,Statement 2,2.18.3,Roads,3,False,2.18,Statement 2,2025-03-21,334146.511227,
2026-02-27,Statement 2,2.18.3,Roads,3,False,2.18,Statement 2,2026-01-31,331484.676834,
2026-03-30,Statement 2,2.18.3,Roads,3,False,2.18,Statement 2,2026-02-28,326875.434172,
2026-04-30,Statement 2,2.18.3,Roads,3,False,2.18,Statement 2,2026-03-31,337818.55822,
2026-02-27,Statement 2,2.18.4,Airports,3,False,2.18,Statement 2,2024-01-26,6887.787124,
2026-03-30,Statement 2,2.18.4,Airports,3,False,2.18,Statement 2,2024-02-23,7383.62,
2026-04-30,Statement 2,2.18.4,Airports,3,False,2.18,Statement 2,2024-03-22,7280.23,
2026-02-27,Statement 2,2.18.4,Airports,3,False,2.18,Statement 2,2025-01-24,8681.79,
2026-03-30,Statement 2,2.18.4,Airports,3,False,2.18,Statement 2,2025-02-21,8799.26,
2026-04-30,Statement 2,2.18.4,Airports,3,False,2.18,Statement 2,2025-03-21,9155.73,
2026-02-27,Statement 2,2.18.4,Airports,3,False,2.18,Statement 2,2026-01-31,6419.16,
2026-03-30,Statement 2,2.18.4,Airports,3,False,2.18,Statement 2,2026-02-28,6576.94,
2026-04-30,Statement 2,2.18.4,Airports,3,False,2.18,Statement 2,2026-03-31,6662.47,
2026-02-27,Statement 2,2.18.5,Ports,3,False,2.18,Statement 2,2024-01-26,7170.995508,
2026-03-30,Statement 2,2.18.5,Ports,3,False,2.18,Statement 2,2024-02-23,7837.95,
2026-04-30,Statement 2,2.18.5,Ports,3,False,2.18,Statement 2,2024-03-22,6680.97,
2026-02-27,Statement 2,2.18.5,Ports,3,False,2.18,Statement 2,2025-01-24,5464.52,
2026-03-30,Statement 2,2.18.5,Ports,3,False,2.18,Statement 2,2025-02-21,5878.77,
2026-04-30,Statement 2,2.18.5,Ports,3,False,2.18,Statement 2,2025-03-21,5915.78,
2026-02-27,Statement 2,2.18.5,Ports,3,False,2.18,Statement 2,2026-01-31,8156.1,
2026-03-30,Statement 2,2.18.5,Ports,3,False,2.18,Statement 2,2026-02-28,9124.38,
2026-04-30,Statement 2,2.18.5,Ports,3,False,2.18,Statement 2,2026-03-31,8794.11,
2026-02-27,Statement 2,2.18.6,Railways (other than Indian Railways),3,False,2.18,Statement 2,2024-01-26,11986.173207,
2026-03-30,Statement 2,2.18.6,Railways (other than Indian Railways),3,False,2.18,Statement 2,2024-02-23,12060.693507,
2026-04-30,Statement 2,2.18.6,Railways (other than Indian Railways),3,False,2.18,Statement 2,2024-03-22,12961.351059,
2026-02-27,Statement 2,2.18.6,Railways (other than Indian Railways),3,False,2.18,Statement 2,2025-01-24,13148.362213,
2026-03-30,Statement 2,2.18.6,Railways (other than Indian Railways),3,False,2.18,Statement 2,2025-02-21,13131.789476,
2026-04-30,Statement 2,2.18.6,Railways (other than Indian Railways),3,False,2.18,Statement 2,2025-03-21,13414.976677,
2026-02-27,Statement 2,2.18.6,Railways (other than Indian Railways),3,False,2.18,Statement 2,2026-01-31,9963.764774,
2026-03-30,Statement 2,2.18.6,Railways (other than Indian Railways),3,False,2.18,Statement 2,2026-02-28,7107.16172,
2026-04-30,Statement 2,2.18.6,Railways (other than Indian Railways),3,False,2.18,Statement 2,2026-03-31,6693.038654,
2026-02-27,Statement 2,2.18.7,Other Infrastructure,3,False,2.18,Statement 2,2024-01-26,176918.37956,
2026-03-30,Statement 2,2.18.7,Other Infrastructure,3,False,2.18,Statement 2,2024-02-23,178720.001214,
2026-04-30,Statement 2,2.18.7,Other Infrastructure,3,False,2.18,Statement 2,2024-03-22,181384.730927,
2026-02-27,Statement 2,2.18.7,Other Infrastructure,3,False,2.18,Statement 2,2025-01-24,183122.176567,
2026-03-30,Statement 2,2.18.7,Other Infrastructure,3,False,2.18,Statement 2,2025-02-21,186181.853278,
2026-04-30,Statement 2,2.18.7,Other Infrastructure,3,False,2.18,Statement 2,2025-03-21,185725.976945,
2026-02-27,Statement 2,2.18.7,Other Infrastructure,3,False,2.18,Statement 2,2026-01-31,175719.002219,
2026-03-30,Statement 2,2.18.7,Other Infrastructure,3,False,2.18,Statement 2,2026-02-28,176998.156715,
2026-04-30,Statement 2,2.18.7,Other Infrastructure,3,False,2.18,Statement 2,2026-03-31,179839.525987,
2026-02-27,Statement 2,2.19,Other Industries,2,False,2,Statement 1,2024-01-26,249850.930416,
2026-03-30,Statement 2,2.19,Other Industries,2,False,2,Statement 1,2024-02-23,251511.796831,
2026-04-30,Statement 2,2.19,Other Industries,2,False,2,Statement 1,2024-03-22,256370.638667,
2026-02-27,Statement 2,2.19,Other Industries,2,False,2,Statement 1,2025-01-24,297546.986762,
2026-03-30,Statement 2,2.19,Other Industries,2,False,2,Statement 1,2025-02-21,293789.225224,
2026-04-30,Statement 2,2.19,Other Industries,2,False,2,Statement 1,2025-03-21,300921.291372,
2026-02-27,Statement 2,2.19,Other Industries,2,False,2,Statement 1,2026-01-31,328026.54135,
2026-03-30,Statement 2,2.19,Other Industries,2,False,2,Statement 1,2026-02-28,334937.118377,
2026-04-30,Statement 2,2.19,Other Industries,2,False,2,Statement 1,2026-03-31,347763.386342,
2026-02-27,Statement 2,2.2,Food Processing,2,False,2,Statement 1,2024-01-26,195761.803428,
2026-03-30,Statement 2,2.2,Food Processing,2,False,2,Statement 1,2024-02-23,200448.453457,
2026-04-30,Statement 2,2.2,Food Processing,2,False,2,Statement 1,2024-03-22,208862.771555,
2026-02-27,Statement 2,2.2,Food Processing,2,False,2,Statement 1,2025-01-24,217361.174876,
2026-03-30,Statement 2,2.2,Food Processing,2,False,2,Statement 1,2025-02-21,219091.251093,
2026-04-30,Statement 2,2.2,Food Processing,2,False,2,Statement 1,2025-03-21,219524.798106,
2026-02-27,Statement 2,2.2,Food Processing,2,False,2,Statement 1,2026-01-31,238126.44842,
2026-03-30,Statement 2,2.2,Food Processing,2,False,2,Statement 1,2026-02-28,241445.19385,
2026-04-30,Statement 2,2.2,Food Processing,2,False,2,Statement 1,2026-03-31,250274.778269,
2026-02-27,Statement 2,2.2.1,Sugar,3,False,2.2,Statement 2,2024-01-26,19920.468176,
2026-03-30,Statement 2,2.2.1,Sugar,3,False,2.2,Statement 2,2024-02-23,23836.75037,
2026-04-30,Statement 2,2.2.1,Sugar,3,False,2.2,Statement 2,2024-03-22,26383.011251,
2026-02-27,Statement 2,2.2.1,Sugar,3,False,2.2,Statement 2,2025-01-24,23146.467795,
2026-03-30,Statement 2,2.2.1,Sugar,3,False,2.2,Statement 2,2025-02-21,26872.434431,
2026-04-30,Statement 2,2.2.1,Sugar,3,False,2.2,Statement 2,2025-03-21,28521.702093,
2026-02-27,Statement 2,2.2.1,Sugar,3,False,2.2,Statement 2,2026-01-31,24554.266811,
2026-03-30,Statement 2,2.2.1,Sugar,3,False,2.2,Statement 2,2026-02-28,28559.781537,
2026-04-30,Statement 2,2.2.1,Sugar,3,False,2.2,Statement 2,2026-03-31,29742.416505,
2026-02-27,Statement 2,2.2.2,Edible Oils and Vanaspati,3,False,2.2,Statement 2,2024-01-26,19801.758828,
2026-03-30,Statement 2,2.2.2,Edible Oils and Vanaspati,3,False,2.2,Statement 2,2024-02-23,18758.971711,
2026-04-30,Statement 2,2.2.2,Edible Oils and Vanaspati,3,False,2.2,Statement 2,2024-03-22,19700.216132,
2026-02-27,Statement 2,2.2.2,Edible Oils and Vanaspati,3,False,2.2,Statement 2,2025-01-24,21313.701212,
2026-03-30,Statement 2,2.2.2,Edible Oils and Vanaspati,3,False,2.2,Statement 2,2025-02-21,21082.048473,
2026-04-30,Statement 2,2.2.2,Edible Oils and Vanaspati,3,False,2.2,Statement 2,2025-03-21,20927.253641,
2026-02-27,Statement 2,2.2.2,Edible Oils and Vanaspati,3,False,2.2,Statement 2,2026-01-31,23812.399156,
2026-03-30,Statement 2,2.2.2,Edible Oils and Vanaspati,3,False,2.2,Statement 2,2026-02-28,23423.980624,
2026-04-30,Statement 2,2.2.2,Edible Oils and Vanaspati,3,False,2.2,Statement 2,2026-03-31,25934.085787,
2026-02-27,Statement 2,2.2.3,Tea,3,False,2.2,Statement 2,2024-01-26,5966.977264,
2026-03-30,Statement 2,2.2.3,Tea,3,False,2.2,Statement 2,2024-02-23,5660.414133,
2026-04-30,Statement 2,2.2.3,Tea,3,False,2.2,Statement 2,2024-03-22,5691.947888,
2026-02-27,Statement 2,2.2.3,Tea,3,False,2.2,Statement 2,2025-01-24,6116.041244,
2026-03-30,Statement 2,2.2.3,Tea,3,False,2.2,Statement 2,2025-02-21,6069.354315,
2026-04-30,Statement 2,2.2.3,Tea,3,False,2.2,Statement 2,2025-03-21,5083.83262,
2026-02-27,Statement 2,2.2.3,Tea,3,False,2.2,Statement 2,2026-01-31,5076.90388,
2026-03-30,Statement 2,2.2.3,Tea,3,False,2.2,Statement 2,2026-02-28,4880.000429,
2026-04-30,Statement 2,2.2.3,Tea,3,False,2.2,Statement 2,2026-03-31,5125.965226,
2026-02-27,Statement 2,2.2.4,Others,3,False,2.2,Statement 2,2024-01-26,150072.59916,
2026-03-30,Statement 2,2.2.4,Others,3,False,2.2,Statement 2,2024-02-23,152192.317243,
2026-04-30,Statement 2,2.2.4,Others,3,False,2.2,Statement 2,2024-03-22,157087.596283,
2026-02-27,Statement 2,2.2.4,Others,3,False,2.2,Statement 2,2025-01-24,166784.964626,
2026-03-30,Statement 2,2.2.4,Others,3,False,2.2,Statement 2,2025-02-21,165067.413874,
2026-04-30,Statement 2,2.2.4,Others,3,False,2.2,Statement 2,2025-03-21,164992.009752,
2026-02-27,Statement 2,2.2.4,Others,3,False,2.2,Statement 2,2026-01-31,184682.878573,
2026-03-30,Statement 2,2.2.4,Others,3,False,2.2,Statement 2,2026-02-28,184581.43126,
2026-04-30,Statement 2,2.2.4,Others,3,False,2.2,Statement 2,2026-03-31,189472.310751,
2026-02-27,Statement 2,2.3,Beverage and Tobacco,2,False,2,Statement 1,2024-01-26,28625.410162,
2026-03-30,Statement 2,2.3,Beverage and Tobacco,2,False,2,Statement 1,2024-02-23,29929.763275,
2026-04-30,Statement 2,2.3,Beverage and Tobacco,2,False,2,Statement 1,2024-03-22,31137.471103,
2026-02-27,Statement 2,2.3,Beverage and Tobacco,2,False,2,Statement 1,2025-01-24,30469.511933,
2026-03-30,Statement 2,2.3,Beverage and Tobacco,2,False,2,Statement 1,2025-02-21,31296.705352,
2026-04-30,Statement 2,2.3,Beverage and Tobacco,2,False,2,Statement 1,2025-03-21,35515.454614,
2026-02-27,Statement 2,2.3,Beverage and Tobacco,2,False,2,Statement 1,2026-01-31,37883.952084,
2026-03-30,Statement 2,2.3,Beverage and Tobacco,2,False,2,Statement 1,2026-02-28,39190.286508,
2026-04-30,Statement 2,2.3,Beverage and Tobacco,2,False,2,Statement 1,2026-03-31,40161.068454,
2026-02-27,Statement 2,2.4,Textiles,2,False,2,Statement 1,2024-01-26,252976.04545,
2026-03-30,Statement 2,2.4,Textiles,2,False,2,Statement 1,2024-02-23,255689.623879,
2026-04-30,Statement 2,2.4,Textiles,2,False,2,Statement 1,2024-03-22,256047.983577,
2026-02-27,Statement 2,2.4,Textiles,2,False,2,Statement 1,2025-01-24,267676.176248,
2026-03-30,Statement 2,2.4,Textiles,2,False,2,Statement 1,2025-02-21,273762.910766,
2026-04-30,Statement 2,2.4,Textiles,2,False,2,Statement 1,2025-03-21,277267.085246,
2026-02-27,Statement 2,2.4,Textiles,2,False,2,Statement 1,2026-01-31,294364.506091,
2026-03-30,Statement 2,2.4,Textiles,2,False,2,Statement 1,2026-02-28,296135.942328,
2026-04-30,Statement 2,2.4,Textiles,2,False,2,Statement 1,2026-03-31,302080.053255,
2026-02-27,Statement 2,2.4.1,Cotton Textiles,3,False,2.4,Statement 2,2024-01-26,97148.047631,
2026-03-30,Statement 2,2.4.1,Cotton Textiles,3,False,2.4,Statement 2,2024-02-23,99234.096087,
2026-04-30,Statement 2,2.4.1,Cotton Textiles,3,False,2.4,Statement 2,2024-03-22,99513.087082,
2026-02-27,Statement 2,2.4.1,Cotton Textiles,3,False,2.4,Statement 2,2025-01-24,101533.071827,
2026-03-30,Statement 2,2.4.1,Cotton Textiles,3,False,2.4,Statement 2,2025-02-21,106389.364956,
2026-04-30,Statement 2,2.4.1,Cotton Textiles,3,False,2.4,Statement 2,2025-03-21,107494.595816,
2026-02-27,Statement 2,2.4.1,Cotton Textiles,3,False,2.4,Statement 2,2026-01-31,107781.985767,
2026-03-30,Statement 2,2.4.1,Cotton Textiles,3,False,2.4,Statement 2,2026-02-28,108696.212538,
2026-04-30,Statement 2,2.4.1,Cotton Textiles,3,False,2.4,Statement 2,2026-03-31,110268.714554,
2026-02-27,Statement 2,2.4.2,Jute Textiles,3,False,2.4,Statement 2,2024-01-26,4233.159821,
2026-03-30,Statement 2,2.4.2,Jute Textiles,3,False,2.4,Statement 2,2024-02-23,4275.035306,
2026-04-30,Statement 2,2.4.2,Jute Textiles,3,False,2.4,Statement 2,2024-03-22,4279.559436,
2026-02-27,Statement 2,2.4.2,Jute Textiles,3,False,2.4,Statement 2,2025-01-24,4327.66976,
2026-03-30,Statement 2,2.4.2,Jute Textiles,3,False,2.4,Statement 2,2025-02-21,4330.110652,
2026-04-30,Statement 2,2.4.2,Jute Textiles,3,False,2.4,Statement 2,2025-03-21,4288.234703,
2026-02-27,Statement 2,2.4.2,Jute Textiles,3,False,2.4,Statement 2,2026-01-31,4898.992147,
2026-03-30,Statement 2,2.4.2,Jute Textiles,3,False,2.4,Statement 2,2026-02-28,4979.634301,
2026-04-30,Statement 2,2.4.2,Jute Textiles,3,False,2.4,Statement 2,2026-03-31,4994.105944,
2026-02-27,Statement 2,2.4.3,Man-Made Textiles,3,False,2.4,Statement 2,2024-01-26,45844.931437,
2026-03-30,Statement 2,2.4.3,Man-Made Textiles,3,False,2.4,Statement 2,2024-02-23,46052.51039,
2026-04-30,Statement 2,2.4.3,Man-Made Textiles,3,False,2.4,Statement 2,2024-03-22,45074.468407,
2026-02-27,Statement 2,2.4.3,Man-Made Textiles,3,False,2.4,Statement 2,2025-01-24,49425.110021,
2026-03-30,Statement 2,2.4.3,Man-Made Textiles,3,False,2.4,Statement 2,2025-02-21,49157.683906,
2026-04-30,Statement 2,2.4.3,Man-Made Textiles,3,False,2.4,Statement 2,2025-03-21,49186.259419,
2026-02-27,Statement 2,2.4.3,Man-Made Textiles,3,False,2.4,Statement 2,2026-01-31,51493.404113,
2026-03-30,Statement 2,2.4.3,Man-Made Textiles,3,False,2.4,Statement 2,2026-02-28,51246.016488,
2026-04-30,Statement 2,2.4.3,Man-Made Textiles,3,False,2.4,Statement 2,2026-03-31,52031.983847,
2026-02-27,Statement 2,2.4.4,Other Textiles,3,False,2.4,Statement 2,2024-01-26,105749.906561,
2026-03-30,Statement 2,2.4.4,Other Textiles,3,False,2.4,Statement 2,2024-02-23,106127.982095,
2026-04-30,Statement 2,2.4.4,Other Textiles,3,False,2.4,Statement 2,2024-03-22,107180.868652,
2026-02-27,Statement 2,2.4.4,Other Textiles,3,False,2.4,Statement 2,2025-01-24,112390.324641,
2026-03-30,Statement 2,2.4.4,Other Textiles,3,False,2.4,Statement 2,2025-02-21,113885.751252,
2026-04-30,Statement 2,2.4.4,Other Textiles,3,False,2.4,Statement 2,2025-03-21,116297.995308,
2026-02-27,Statement 2,2.4.4,Other Textiles,3,False,2.4,Statement 2,2026-01-31,130190.124063,
2026-03-30,Statement 2,2.4.4,Other Textiles,3,False,2.4,Statement 2,2026-02-28,131214.079001,
2026-04-30,Statement 2,2.4.4,Other Textiles,3,False,2.4,Statement 2,2026-03-31,134785.24891,
2026-02-27,Statement 2,2.5,Leather and Leather Products,2,False,2,Statement 1,2024-01-26,12134.488974,
2026-03-30,Statement 2,2.5,Leather and Leather Products,2,False,2,Statement 1,2024-02-23,12327.443655,
2026-04-30,Statement 2,2.5,Leather and Leather Products,2,False,2,Statement 1,2024-03-22,12587.81048,
2026-02-27,Statement 2,2.5,Leather and Leather Products,2,False,2,Statement 1,2025-01-24,12711.547336,
2026-03-30,Statement 2,2.5,Leather and Leather Products,2,False,2,Statement 1,2025-02-21,12981.926525,
2026-04-30,Statement 2,2.5,Leather and Leather Products,2,False,2,Statement 1,2025-03-21,12979.843088,
2026-02-27,Statement 2,2.5,Leather and Leather Products,2,False,2,Statement 1,2026-01-31,13791.905534,
2026-03-30,Statement 2,2.5,Leather and Leather Products,2,False,2,Statement 1,2026-02-28,13834.829997,
2026-04-30,Statement 2,2.5,Leather and Leather Products,2,False,2,Statement 1,2026-03-31,14154.841015,
2026-02-27,Statement 2,2.6,Wood and Wood Products,2,False,2,Statement 1,2024-01-26,23748.11129,
2026-03-30,Statement 2,2.6,Wood and Wood Products,2,False,2,Statement 1,2024-02-23,23668.4667,
2026-04-30,Statement 2,2.6,Wood and Wood Products,2,False,2,Statement 1,2024-03-22,23838.814976,
2026-02-27,Statement 2,2.6,Wood and Wood Products,2,False,2,Statement 1,2025-01-24,26894.668503,
2026-03-30,Statement 2,2.6,Wood and Wood Products,2,False,2,Statement 1,2025-02-21,27293.130911,
2026-04-30,Statement 2,2.6,Wood and Wood Products,2,False,2,Statement 1,2025-03-21,27825.967375,
2026-02-27,Statement 2,2.6,Wood and Wood Products,2,False,2,Statement 1,2026-01-31,30571.268696,
2026-03-30,Statement 2,2.6,Wood and Wood Products,2,False,2,Statement 1,2026-02-28,30675.626429,
2026-04-30,Statement 2,2.6,Wood and Wood Products,2,False,2,Statement 1,2026-03-31,31097.061203,
2026-02-27,Statement 2,2.7,Paper and Paper Products,2,False,2,Statement 1,2024-01-26,45875.097263,
2026-03-30,Statement 2,2.7,Paper and Paper Products,2,False,2,Statement 1,2024-02-23,46404.862226,
2026-04-30,Statement 2,2.7,Paper and Paper Products,2,False,2,Statement 1,2024-03-22,46426.057126,
2026-02-27,Statement 2,2.7,Paper and Paper Products,2,False,2,Statement 1,2025-01-24,51884.567705,
2026-03-30,Statement 2,2.7,Paper and Paper Products,2,False,2,Statement 1,2025-02-21,51944.345339,
2026-04-30,Statement 2,2.7,Paper and Paper Products,2,False,2,Statement 1,2025-03-21,52847.593915,
2026-02-27,Statement 2,2.7,Paper and Paper Products,2,False,2,Statement 1,2026-01-31,58103.903057,
2026-03-30,Statement 2,2.7,Paper and Paper Products,2,False,2,Statement 1,2026-02-28,57993.113096,
2026-04-30,Statement 2,2.7,Paper and Paper Products,2,False,2,Statement 1,2026-03-31,58964.565152,
2026-02-27,Statement 2,2.8,"Petroleum, Coal Products and Nuclear Fuels",2,False,2,Statement 1,2024-01-26,129735.253465,
2026-03-30,Statement 2,2.8,"Petroleum, Coal Products and Nuclear Fuels",2,False,2,Statement 1,2024-02-23,135817.575286,
2026-04-30,Statement 2,2.8,"Petroleum, Coal Products and Nuclear Fuels",2,False,2,Statement 1,2024-03-22,132356.302438,
2026-02-27,Statement 2,2.8,"Petroleum, Coal Products and Nuclear Fuels",2,False,2,Statement 1,2025-01-24,154401.668072,
2026-03-30,Statement 2,2.8,"Petroleum, Coal Products and Nuclear Fuels",2,False,2,Statement 1,2025-02-21,154425.025174,
2026-04-30,Statement 2,2.8,"Petroleum, Coal Products and Nuclear Fuels",2,False,2,Statement 1,2025-03-21,154178.5291,
2026-02-27,Statement 2,2.8,"Petroleum, Coal Products and Nuclear Fuels",2,False,2,Statement 1,2026-01-31,176716.243694,
2026-03-30,Statement 2,2.8,"Petroleum, Coal Products and Nuclear Fuels",2,False,2,Statement 1,2026-02-28,185430.724052,
2026-04-30,Statement 2,2.8,"Petroleum, Coal Products and Nuclear Fuels",2,False,2,Statement 1,2026-03-31,204216.109698,
2026-02-27,Statement 2,2.9,Chemicals and Chemical Products,2,False,2,Statement 1,2024-01-26,242309.535025,
2026-03-30,Statement 2,2.9,Chemicals and Chemical Products,2,False,2,Statement 1,2024-02-23,246408.305752,
2026-04-30,Statement 2,2.9,Chemicals and Chemical Products,2,False,2,Statement 1,2024-03-22,249347.615963,
2026-02-27,Statement 2,2.9,Chemicals and Chemical Products,2,False,2,Statement 1,2025-01-24,265384.23715,
2026-03-30,Statement 2,2.9,Chemicals and Chemical Products,2,False,2,Statement 1,2025-02-21,263172.621913,
2026-04-30,Statement 2,2.9,Chemicals and Chemical Products,2,False,2,Statement 1,2025-03-21,267814.870041,
2026-02-27,Statement 2,2.9,Chemicals and Chemical Products,2,False,2,Statement 1,2026-01-31,305421.198099,
2026-03-30,Statement 2,2.9,Chemicals and Chemical Products,2,False,2,Statement 1,2026-02-28,313413.219347,
2026-04-30,Statement 2,2.9,Chemicals and Chemical Products,2,False,2,Statement 1,2026-03-31,307841.127082,
2026-02-27,Statement 2,2.9.1,Fertiliser,3,False,2.9,Statement 2,2024-01-26,33976.594011,
2026-03-30,Statement 2,2.9.1,Fertiliser,3,False,2.9,Statement 2,2024-02-23,36365.781713,
2026-04-30,Statement 2,2.9.1,Fertiliser,3,False,2.9,Statement 2,2024-03-22,37569.368771,
2026-02-27,Statement 2,2.9.1,Fertiliser,3,False,2.9,Statement 2,2025-01-24,31243.797284,
2026-03-30,Statement 2,2.9.1,Fertiliser,3,False,2.9,Statement 2,2025-02-21,30528.856909,
2026-04-30,Statement 2,2.9.1,Fertiliser,3,False,2.9,Statement 2,2025-03-21,32011.209754,
2026-02-27,Statement 2,2.9.1,Fertiliser,3,False,2.9,Statement 2,2026-01-31,34975.963458,
2026-03-30,Statement 2,2.9.1,Fertiliser,3,False,2.9,Statement 2,2026-02-28,39432.163151,
2026-04-30,Statement 2,2.9.1,Fertiliser,3,False,2.9,Statement 2,2026-03-31,30585.193931,
2026-02-27,Statement 2,2.9.2,Drugs and Pharmaceuticals,3,False,2.9,Statement 2,2024-01-26,79458.967435,
2026-03-30,Statement 2,2.9.2,Drugs and Pharmaceuticals,3,False,2.9,Statement 2,2024-02-23,80563.666188,
2026-04-30,Statement 2,2.9.2,Drugs and Pharmaceuticals,3,False,2.9,Statement 2,2024-03-22,80832.235579,
2026-02-27,Statement 2,2.9.2,Drugs and Pharmaceuticals,3,False,2.9,Statement 2,2025-01-24,87795.367346,
2026-03-30,Statement 2,2.9.2,Drugs and Pharmaceuticals,3,False,2.9,Statement 2,2025-02-21,88726.528168,
2026-04-30,Statement 2,2.9.2,Drugs and Pharmaceuticals,3,False,2.9,Statement 2,2025-03-21,88524.293888,
2026-02-27,Statement 2,2.9.2,Drugs and Pharmaceuticals,3,False,2.9,Statement 2,2026-01-31,96762.018003,
2026-03-30,Statement 2,2.9.2,Drugs and Pharmaceuticals,3,False,2.9,Statement 2,2026-02-28,98752.881628,
2026-04-30,Statement 2,2.9.2,Drugs and Pharmaceuticals,3,False,2.9,Statement 2,2026-03-31,104358.369087,
2026-02-27,Statement 2,2.9.3,Petro Chemicals,3,False,2.9,Statement 2,2024-01-26,25156.35059,
2026-03-30,Statement 2,2.9.3,Petro Chemicals,3,False,2.9,Statement 2,2024-02-23,25432.785133,
2026-04-30,Statement 2,2.9.3,Petro Chemicals,3,False,2.9,Statement 2,2024-03-22,25318.154272,
2026-02-27,Statement 2,2.9.3,Petro Chemicals,3,False,2.9,Statement 2,2025-01-24,29702.083891,
2026-03-30,Statement 2,2.9.3,Petro Chemicals,3,False,2.9,Statement 2,2025-02-21,27615.395707,
2026-04-30,Statement 2,2.9.3,Petro Chemicals,3,False,2.9,Statement 2,2025-03-21,28797.461456,
2026-02-27,Statement 2,2.9.3,Petro Chemicals,3,False,2.9,Statement 2,2026-01-31,38230.663498,
2026-03-30,Statement 2,2.9.3,Petro Chemicals,3,False,2.9,Statement 2,2026-02-28,37301.156445,
2026-04-30,Statement 2,2.9.3,Petro Chemicals,3,False,2.9,Statement 2,2026-03-31,36777.03201,
2026-02-27,Statement 2,2.9.4,Others,3,False,2.9,Statement 2,2024-01-26,103717.622989,
2026-03-30,Statement 2,2.9.4,Others,3,False,2.9,Statement 2,2024-02-23,104046.072719,
2026-04-30,Statement 2,2.9.4,Others,3,False,2.9,Statement 2,2024-03-22,105627.857342,
2026-02-27,Statement 2,2.9.4,Others,3,False,2.9,Statement 2,2025-01-24,116642.988627,
2026-03-30,Statement 2,2.9.4,Others,3,False,2.9,Statement 2,2025-02-21,116301.84113,
2026-04-30,Statement 2,2.9.4,Others,3,False,2.9,Statement 2,2025-03-21,118481.904944,
2026-02-27,Statement 2,2.9.4,Others,3,False,2.9,Statement 2,2026-01-31,135452.553139,
2026-03-30,Statement 2,2.9.4,Others,3,False,2.9,Statement 2,2026-02-28,137927.018123,
2026-04-30,Statement 2,2.9.4,Others,3,False,2.9,Statement 2,2026-03-31,136120.532054,
2026-02-27,Statement 2,,Industries (2.1 to 2.19),-1,False,,,2024-01-26,3614409.354535,
2026-03-30,Statement 2,,Industries (2.1 to 2.19),-1,False,,,2024-02-23,3645197.229191,
2026-04-30,Statement 2,,Industries (2.1 to 2.19),-1,False,,,2024-03-22,3682392.531552,
2026-02-27,Statement 2,,Industries (2.1 to 2.19),-1,False,,,2025-01-24,3913968.873477,
2026-03-30,Statement 2,,Industries (2.1 to 2.19),-1,False,,,2025-02-21,3916782.663051,
2026-04-30,Statement 2,,Industries (2.1 to 2.19),-1,False,,,2025-03-21,3985659.551324,
2026-02-27,Statement 2,,Industries (2.1 to 2.19),-1,False,,,2026-01-31,4388307.777559,
2026-03-30,Statement 2,,Industries (2.1 to 2.19),-1,False,,,2026-02-28,4447191.99846,
2026-04-30,Statement 2,,Industries (2.1 to 2.19),-1,False,,,2026-03-31,4582009.047049,
